Date,Open,High,Low,Close,Adj Close,Volume
2022-10-03,66.099998,70.260002,65.500000,67.330002,66.513893,2468100
2022-10-10,66.220001,67.089996,63.009998,64.139999,63.362560,2544400
2022-10-17,65.500000,68.169998,65.500000,68.070000,67.244926,1934500
2022-10-24,67.059998,69.739998,65.470001,66.980003,66.168144,2516300
2022-10-31,66.580002,71.599998,66.050003,71.199997,70.336983,2709800
2022-11-07,71.459999,74.980003,69.360001,74.680000,73.774803,2207600
2022-11-14,73.470001,73.550003,67.400002,67.669998,66.849777,1986300
2022-11-21,67.290001,68.209999,65.919998,66.139999,65.338318,1847600
2022-11-28,65.760002,70.449997,64.870003,70.290001,69.438019,2867900
2022-12-05,69.449997,69.449997,66.650002,66.699997,65.891525,2449300
2022-12-12,66.529999,67.709999,63.349998,63.740002,62.967411,2585700
2022-12-19,63.779999,63.799999,59.299999,59.669998,58.946739,2855700
2022-12-26,60.250000,60.340000,58.060001,58.610001,57.899590,2391100
2023-01-02,59.139999,60.770000,57.560001,60.610001,60.411625,2781200
2023-01-09,61.650002,65.169998,61.160000,64.440002,64.229088,3171300
2023-01-16,64.230003,65.930000,63.340000,65.820000,65.604568,2018700
2023-01-23,66.339996,72.650002,66.300003,71.699997,71.465324,2779800
2023-01-30,71.010002,72.769997,69.250000,70.379997,70.149643,2682700
2023-02-06,69.449997,70.739998,67.820000,68.120003,67.897049,1545400
2023-02-13,68.260002,69.589996,65.269997,65.889999,65.674339,2124000
2023-02-20,65.349998,65.500000,62.369999,62.860001,62.654259,2047800
2023-02-27,63.080002,65.620003,62.540001,65.379997,65.166008,1874800
2023-03-06,65.339996,65.629997,60.400002,60.610001,60.411625,1905800
2023-03-13,59.959999,60.990002,58.020000,58.549999,58.358364,2355400
2023-03-20,58.599998,61.980000,58.439999,60.410000,60.212276,2332400
2023-03-27,60.560001,63.610001,60.330002,63.549999,63.341999,1758200
2023-04-03,63.580002,63.889999,60.520000,60.990002,60.790382,1484200
2023-04-10,60.990002,63.470001,60.860001,62.759998,62.554585,2074400
2023-04-17,63.000000,64.339996,59.209999,59.540001,59.345127,2155800
2023-04-24,59.939999,60.450001,58.090000,60.230000,60.032867,2189900
2023-05-01,60.080002,60.799999,58.720001,60.709999,60.511295,1993200
2023-05-08,61.000000,62.380001,59.830002,61.299999,61.099365,1594000
2023-05-15,62.240002,63.290001,62.200001,62.860001,62.654259,1511100
2023-05-22,63.290001,63.889999,61.200001,61.900002,61.697403,1680800
2023-05-29,61.880001,63.720001,60.169998,63.340000,63.132687,1686500
2023-06-05,63.119999,63.299999,62.680000,62.950001,62.743965,243100
